bet_num,matchup,pick,probability,ev,bet_size,won,profit,bankroll
337,MIL @ MEM,MIL,0.5359999999999999,0.07199999999999984,185.1080593388693,False,-185.1080593388693,10098.673015042783
338,BOS @ CHI,BOS,0.642,0.28400000000000003,717.0057840680377,True,717.0057840680377,10815.678799110821
339,PHX @ HOU,PHX,0.65,0.30000000000000004,811.1759099333117,False,-811.1759099333117,10004.50288917751
340,CLE @ PHI,CLE,0.554,0.1080000000000001,270.121578007793,False,-270.121578007793,9734.381311169716
341,DEN @ POR,DEN,0.65,0.30000000000000004,730.0785983377289,True,730.0785983377289,10464.459909507445
342,BOS @ NYK,BOS,0.65,0.30000000000000004,784.8344932130584,True,784.8344932130584,11249.294402720503
343,ORL @ DET,ORL,0.65,0.30000000000000004,843.6970802040379,True,843.6970802040379,12092.99148292454
344,ORL @ ATL,ORL,0.5459999999999999,0.09199999999999986,278.13880410726404,False,-278.13880410726404,11814.852678817277
345,CHA @ POR,CHA,0.65,0.30000000000000004,886.1139509112959,True,886.1139509112959,12700.966629728573
346,LAL @ PHX,LAL,0.65,0.30000000000000004,952.5724972296431,False,-952.5724972296431,11748.39413249893
347,OKC @ HOU,OKC,0.65,0.30000000000000004,881.1295599374199,True,881.1295599374199,12629.52369243635
348,CLE @ WAS,CLE,0.5800000000000001,0.16000000000000014,505.1809476974545,True,505.1809476974545,13134.704640133805
349,DAL @ IND,DAL,0.6439999999999999,0.2879999999999998,945.6987340896334,False,-945.6987340896334,12189.00590604417
350,SAC @ LAC,SAC,0.5740000000000001,0.14800000000000013,450.9932185236347,True,450.9932185236347,12639.999124567805
351,GSW @ WAS,GSW,0.65,0.30000000000000004,947.9999343425854,True,947.9999343425854,13587.99905891039
352,MIA @ POR,MIA,0.65,0.30000000000000004,1019.0999294182794,True,1019.0999294182794,14607.098988328671
353,DAL @ CLE,DAL,0.65,0.30000000000000004,1095.5324241246506,False,-1095.5324241246506,13511.56656420402
354,NOP @ NYK,NOP,0.5880000000000001,0.17600000000000016,594.5089288249774,True,594.5089288249774,14106.075493028999
355,LAL @ LAC,LAL,0.65,0.30000000000000004,1057.955661977175,True,1057.955661977175,15164.031155006174
356,MIL @ CHA,MIL,0.5940000000000001,0.18800000000000017,712.7094642852908,True,712.7094642852908,15876.740619291464
