game_id,game_date,season,home_team,away_team,home_pts,away_pts,home_won,home_pts_l5,home_margin_l5,away_pts_l5,away_margin_l5,home_strength,away_strength,strength_diff,temp_f,wind_mph
401636859,2024-09-08,2024,WSU,TTU,37,16,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.4,2.3
401643707,2024-09-08,2024,FRES,SAC,46,30,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,34.3,9.9
401640989,2024-09-08,2024,NMSU,LIB,24,30,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,49.9,3.9
401628343,2024-09-08,2024,ASU,MSST,30,23,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.0,6.2
401643709,2024-09-08,2024,SDSU,ORST,0,21,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,53.7,8.0
401636615,2024-09-08,2024,TCU,LIU,45,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,83.7,12.8
401636867,2024-09-12,2024,TXST,ASU,28,31,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.6,4.3
401643788,2024-09-12,2024,USA,NWST,87,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.8,7.9
401636863,2024-09-13,2024,KU,UNLV,20,23,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.6,5.5
401628359,2024-09-14,2024,SC,LSU,33,36,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,50.8,7.8
401628358,2024-09-14,2024,OU,TULN,34,19,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.9,5.4
401636869,2024-09-14,2024,TLSA,OKST,10,45,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,60.2,12.1
401635544,2024-09-14,2024,MIA,BALL,62,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,55.7,5.7
401628355,2024-09-14,2024,WAKE,MISS,6,40,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,39.8,11.2
401628360,2024-09-14,2024,TENN,KENT,71,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,71.4,17.4
401628357,2024-09-14,2024,MIZ,BC,27,21,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,72.5,7.5
401635543,2024-09-14,2024,GT,VMI,59,7,1,29.0,7.666666666666667,28.0,0.0,7.67,0.0,7.67,54.4,5.3
401628350,2024-09-14,2024,WIS,ALA,10,42,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,44.3,1.5
401628361,2024-09-14,2024,TEX,UTSA,56,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.0,2.9
401628483,2024-09-14,2024,ORST,ORE,14,49,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,63.3,6.0
401628479,2024-09-14,2024,MICH,ARST,28,18,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,78.6,3.4
401635546,2024-09-14,2024,NCSU,LT,30,20,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,75.5,7.7
401628475,2024-09-14,2024,ILL,CMU,30,9,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.2,9.5
401635542,2024-09-14,2024,FSU,MEM,12,20,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,49.3,5.0
401636864,2024-09-14,2024,KSU,ARIZ,31,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,50.4,8.9
401636865,2024-09-14,2024,M-OH,CIN,16,27,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,74.2,14.7
401636868,2024-09-14,2024,TTU,UNT,66,21,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,52.1,11.9
401629041,2024-09-14,2024,BUFF,MASS,34,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.8,14.0
401643786,2024-09-14,2024,TEM,CCU,20,28,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,66.7,18.1
401628353,2024-09-14,2024,FLA,TA&M,20,33,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.2,14.6
401628480,2024-09-14,2024,MSU,PV,40,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,65.5,15.9
401628481,2024-09-14,2024,MINN,NEV,27,0,1,28.0,0.0,23.0,-2.0,0.0,-2.0,2.0,68.1,6.3
401628978,2024-09-14,2024,PUR,ND,7,66,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.7,6.1
401628354,2024-09-14,2024,UK,UGA,12,13,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.5,11.0
401628482,2024-09-14,2024,NEB,UNI,34,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,59.2,12.5
401628484,2024-09-14,2024,WASH,WSU,19,24,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,59.5,6.7
401636870,2024-09-14,2024,USU,UTAH,21,38,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.3,6.1
401635547,2024-09-14,2024,PITT,WVU,38,34,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,67.2,5.9
401636364,2024-09-14,2024,WMU,BCU,59,31,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.8,9.0
